tier,time_len,col,lan_type,model_name,match_id,training_time
CHALLENGER,5,4col,Mixed,XGB,KR_6720216348,0.00317799998447299
CHALLENGER,5,4col,Mixed,XGB,KR_6719124350,0.0032375999726355076
CHALLENGER,5,4col,Mixed,XGB,KR_6719076193,0.0031761000282131135
CHALLENGER,5,4col,Mixed,XGB,KR_6719025407,0.005549499997869134
CHALLENGER,5,4col,Mixed,XGB,KR_6718989642,0.003076000022701919
CHALLENGER,5,4col,Mixed,XGB,KR_6718952462,0.003114099963568151
CHALLENGER,5,4col,Mixed,XGB,KR_6718915047,0.003120299952570349
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6720411617,0.0024299999931827188
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6720369775,0.0017936999793164432
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6720275332,0.0019615000346675515
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6720216348,0.0018088000360876322
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6719124350,0.002043300017248839
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6719076193,0.002103600010741502
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6719025407,0.0018975000130012631
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6718989642,0.0019783999887295067
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6718952462,0.0020752999698743224
CHALLENGER,5,totalDamageDone,Linear,knn,KR_6718915047,0.001866700011305511
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6720411617,0.00104750000173226
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6720369775,0.0010559999500401318
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6720275332,0.0010560999508015811
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6720216348,0.0009982999763451517
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6719124350,0.0010642000124789774
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6719076193,0.0006415999960154295
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6719025407,0.001042800024151802
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6718989642,0.0010867000091820955
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6718952462,0.0011430000304244459
CHALLENGER,5,totalDamageDone,Linear,LR,KR_6718915047,0.0010961000225506723
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6720411617,0.006184500001836568
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6720369775,0.005918500013649464
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6720275332,0.005997799977194518
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6720216348,0.005978600005619228
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6719124350,0.0064357000519521534
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6719076193,0.006042299966793507
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6719025407,0.006030699994880706
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6718989642,0.006061099993530661
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6718952462,0.005982199974823743
CHALLENGER,5,totalDamageDone,Linear,RF,KR_6718915047,0.006072300020605326
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6720411617,0.0016314000240527093
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6720369775,0.0008035000064410269
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6720275332,0.000972400011960417
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6720216348,0.0014057999942451715
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6719124350,0.001714700018055737
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6719076193,0.001416900020558387
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6719025407,0.0013630000175908208
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6718989642,0.0013913000002503395
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6718952462,0.0014007999561727047
CHALLENGER,5,totalDamageDone,Linear,SVC,KR_6718915047,0.00152749998960644
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6720411617,0.0017120999982580543
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6720369775,0.0014802999794483185
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6720275332,0.0015167000237852335
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6720216348,0.001373099978081882
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6719124350,0.001493200019467622
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6719076193,0.0013244000147096813
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6719025407,0.001559700001962483
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6718989642,0.0013159000081941485
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6718952462,0.0016005000215955079
CHALLENGER,5,totalDamageDone,Linear,XGB,KR_6718915047,0.0013286000466905534
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6720411617,0.004326399997808039
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6720369775,0.0038660999853163958
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6720275332,0.003769800008740276
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6720216348,0.0036354000330902636
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6719124350,0.0038486000266857445
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6719076193,0.003667099983431399
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6719025407,0.003451199969276786
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6718989642,0.0036001999978907406
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6718952462,0.003555100003723055
CHALLENGER,5,totalDamageDone,Exponential,knn,KR_6718915047,0.0036727000260725617
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6720411617,0.002970400033518672
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6720369775,0.002922800020314753
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6720275332,0.0026803999789990485
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6720216348,0.002613999997265637
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6719124350,0.002975700015667826
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6719076193,0.0026641000295057893
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6719025407,0.0026993000064976513
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6718989642,0.0029926999704912305
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6718952462,0.003396900021471083
CHALLENGER,5,totalDamageDone,Exponential,LR,KR_6718915047,0.0026325000217184424
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6720411617,0.012968899973202497
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6720369775,0.012543099990580231
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6720275332,0.012086700007785112
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6720216348,0.012465599982533604
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6719124350,0.012465999985579401
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6719076193,0.012615299958270043
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6719025407,0.012643599999137223
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6718989642,0.012511000037193298
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6718952462,0.012549899984151125
CHALLENGER,5,totalDamageDone,Exponential,RF,KR_6718915047,0.012871399987488985
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6720411617,0.003311700013000518
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6720369775,0.0032702000462450087
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6720275332,0.00302990002091974
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6720216348,0.003124799986835569
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6719124350,0.0032875999459065497
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6719076193,0.00295590003952384
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6719025407,0.0029684999608434737
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6718989642,0.0032134999637492
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6718952462,0.0030515999533236027
CHALLENGER,5,totalDamageDone,Exponential,SVC,KR_6718915047,0.002911499992478639
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6720411617,0.003990099998190999
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6720369775,0.0031657000072300434
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6720275332,0.0030651999986730516
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6720216348,0.0030082999728620052
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6719124350,0.003582900040782988
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6719076193,0.0029910000157542527
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6719025407,0.0030101999873295426
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6718989642,0.003534399962518364
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6718952462,0.00300470000365749
CHALLENGER,5,totalDamageDone,Exponential,XGB,KR_6718915047,0.0031231999746523798
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6720411617,0.0024323000106960535
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6720369775,0.0025310000055469573
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6720275332,0.003265900013502687
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6720216348,0.0026697000139392912
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6719124350,0.0023842999944463372
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6719076193,0.002363500010687858
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6719025407,0.0030600999598391354
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6718989642,0.0023492000182159245
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6718952462,0.002363900013733655
CHALLENGER,5,totalDamageDone,Mixed,knn,KR_6718915047,0.00234250002540648
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6720411617,0.0015629000263288617
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6720369775,0.0014014000189490616
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6720275332,0.0014830000000074506
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6720216348,0.00146240001777187
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6719124350,0.001525100029539317
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6719076193,0.0014806000399403274
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6719025407,0.0015651999856345356
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6718989642,0.0014314999571070075
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6718952462,0.0014494999777525663
CHALLENGER,5,totalDamageDone,Mixed,LR,KR_6718915047,0.0014856000198051333
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6720411617,0.0029945000424049795
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6720369775,0.006585100025404245
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6720275332,0.006697000004351139
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6720216348,0.00635620002867654
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6719124350,0.006402999977581203
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6719076193,0.006761400029063225
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6719025407,0.006610299984458834
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6718989642,0.006594999984372407
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6718952462,0.006396199984010309
CHALLENGER,5,totalDamageDone,Mixed,RF,KR_6718915047,0.006444200000260025
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6720411617,0.0011973000364378095
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6720369775,0.0019297999679110944
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6720275332,0.0018124999478459358
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6720216348,0.0018844999722205102
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6719124350,0.0019170999876223505
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6719076193,0.0018132999539375305
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6719025407,0.0019122000085189939
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6718989642,0.0018298999639227986
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6718952462,0.0018784000421874225
CHALLENGER,5,totalDamageDone,Mixed,SVC,KR_6718915047,0.0019200000097043812
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6720411617,0.0022297000396065414
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6720369775,0.0018673999584279954
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6720275332,0.002160999982152134
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6720216348,0.0019225000287406147
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6719124350,0.0020422000088728964
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6719076193,0.0019702999852597713
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6719025407,0.0020928000449202955
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6718989642,0.0019058999605476856
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6718952462,0.0019393999828025699
CHALLENGER,5,totalDamageDone,Mixed,XGB,KR_6718915047,0.0018926000338979065
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6720411617,0.002241099951788783
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6720369775,0.002000399981625378
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6720275332,0.001861400029156357
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6720216348,0.002283999987412244
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6719124350,0.001972300000488758
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6719076193,0.0019118000054731965
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6719025407,0.002043800021056086
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6718989642,0.0019212999613955617
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6718952462,0.0018885000026784837
CHALLENGER,5,totalDamageTaken,Linear,knn,KR_6718915047,0.0023577000247314572
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6720411617,0.0011155999964103103
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6720369775,0.0010799000156112015
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6720275332,0.0010728000197559595
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6720216348,0.0011072000488638878
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6719124350,0.0010220999829471111
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6719076193,0.0010467999964021146
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6719025407,0.001101300003938377
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6718989642,0.001096600026357919
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6718952462,0.000994300004094839
CHALLENGER,5,totalDamageTaken,Linear,LR,KR_6718915047,0.0010851999977603555
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6720411617,0.01070159999653697
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6720369775,0.01071339996997267
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6720275332,0.0105061000213027
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6720216348,0.011187800031621009
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6719124350,0.010751299967523664
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6719076193,0.010844699980225414
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6719025407,0.010521700023673475
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6718989642,0.010660700034350157
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6718952462,0.01102749997517094
CHALLENGER,5,totalDamageTaken,Linear,RF,KR_6718915047,0.01088680000975728
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6720411617,0.0008622999885119498
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6720369775,0.001415700011420995
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6720275332,0.0014538000104948878
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6720216348,0.0013879999751225114
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6719124350,0.0015026999753899872
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6719076193,0.001449400035198778
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6719025407,0.0017732999986037612
CHALLENGER,5,totalDamageTaken,Linear,SVC,KR_6718989642,0.001354500011075288
