CrossValMeans,CrossValerrors,Accuracy,Recall,Precision,F1 Score,Algorithm,tier,data_type,time_len,col,scaler
0.6909375000000001,0.008187857816608704,0.691875,0.7033678756476683,0.6728624535315985,0.6877770740975301,knn,CHALLENGER,mean,15,4col,SS
0.7240624999999999,0.009470864037932349,0.7425,0.7487046632124352,0.7261306532663316,0.7372448979591837,knn,CHALLENGER,mean,15,4col,RT
0.71390625,0.006543872372303728,0.705,0.716321243523316,0.6861042183622829,0.7008871989860583,knn,CHALLENGER,mean,15,ALL,SS
0.6503125,0.01014542692546745,0.645,0.6463730569948186,0.628463476070529,0.6372924648786717,knn,CHALLENGER,mean,15,ALL,RT
0.71703125,0.014298369115916669,0.719375,0.727979274611399,0.7016229712858927,0.7145581691036236,LR,CHALLENGER,mean,15,4col,SS
0.75015625,0.00992402781762525,0.745,0.7538860103626943,0.7275,0.7404580152671757,LR,CHALLENGER,mean,15,4col,RT
0.73828125,0.009968211192335355,0.73125,0.7487046632124352,0.7100737100737101,0.7288776796973518,LR,CHALLENGER,mean,15,ALL,SS
0.76734375,0.012973455471654407,0.759375,0.7746113989637305,0.7391841779975278,0.7564832384566729,LR,CHALLENGER,mean,15,ALL,RT
0.7128125,0.010718795553839052,0.711875,0.7189119170984456,0.6946182728410513,0.7065563335455124,RF,CHALLENGER,mean,15,4col,SS
0.74921875,0.010017075265515362,0.74625,0.7538860103626943,0.7293233082706767,0.7414012738853504,RF,CHALLENGER,mean,15,4col,RT
0.74046875,0.010155048005794958,0.73875,0.7590673575129534,0.7163814180929096,0.7371069182389937,RF,CHALLENGER,mean,15,ALL,SS
0.76328125,0.012352647110032729,0.753125,0.7603626943005182,0.7365119196988708,0.7482472912683238,RF,CHALLENGER,mean,15,ALL,RT
0.71984375,0.01537773095664636,0.725,0.7215025906735751,0.7122762148337596,0.7168597168597168,SVC,CHALLENGER,mean,15,4col,SS
0.749375,0.010773321359961395,0.74375,0.7525906735751295,0.72625,0.7391857506361323,SVC,CHALLENGER,mean,15,4col,RT
0.73375,0.009209476267682109,0.72125,0.7227979274611399,0.7063291139240506,0.7144686299615877,SVC,CHALLENGER,mean,15,ALL,SS
0.7596875,0.010752906583803267,0.753125,0.7642487046632125,0.7347447073474471,0.7492063492063492,SVC,CHALLENGER,mean,15,ALL,RT
0.70828125,0.012139327874721892,0.72125,0.7435233160621761,0.6982968369829684,0.7202007528230867,XGB,CHALLENGER,mean,15,4col,SS
0.74078125,0.01113000238656758,0.74,0.7487046632124352,0.7225,0.7353689567430025,XGB,CHALLENGER,mean,15,4col,RT
0.7421875,0.00767058606789597,0.749375,0.7642487046632125,0.7292954264524104,0.7463630613535737,XGB,CHALLENGER,mean,15,ALL,SS
0.7671875,0.01273221799216462,0.759375,0.7746113989637305,0.7391841779975278,0.7564832384566729,XGB,CHALLENGER,mean,15,ALL,RT
0.71,0.014076533927241099,0.6862745098039216,0.662704309063893,0.7023622047244095,0.6819571865443426,knn,CHALLENGER,mean,20,4col,SS
0.7464150943396226,0.010511991152591797,0.72473604826546,0.7176820208023774,0.7340425531914894,0.7257700976709243,knn,CHALLENGER,mean,20,4col,RT
0.7358490566037735,0.016065458835779627,0.7254901960784313,0.7087667161961367,0.7395348837209302,0.723823975720789,knn,CHALLENGER,mean,20,ALL,SS
0.6826415094339623,0.013665901103571163,0.6923076923076923,0.6983655274888558,0.6962962962962963,0.6973293768545993,knn,CHALLENGER,mean,20,ALL,RT
0.7350943396226415,0.01678503121983718,0.7021116138763197,0.6701337295690936,0.7227564102564102,0.6954510408635312,LR,CHALLENGER,mean,20,4col,SS
0.7720754716981133,0.010396209293551648,0.7564102564102564,0.7518573551263001,0.7643504531722054,0.7580524344569288,LR,CHALLENGER,mean,20,4col,RT
0.7656603773584907,0.011470705021562763,0.7549019607843137,0.7533432392273403,0.7612612612612613,0.7572815533980582,LR,CHALLENGER,mean,20,ALL,SS
0.7930188679245284,0.01422746605396893,0.7828054298642534,0.7771173848439822,0.7912254160363086,0.7841079460269864,LR,CHALLENGER,mean,20,ALL,RT
0.7222641509433962,0.014475522851937076,0.700603318250377,0.662704309063893,0.724025974025974,0.6920093095422808,RF,CHALLENGER,mean,20,4col,SS
0.7669811320754716,0.011178349617810295,0.7609351432880844,0.7578008915304606,0.7680722891566265,0.762902019446522,RF,CHALLENGER,mean,20,4col,RT
0.7643396226415095,0.013946957443453867,0.7564102564102564,0.7399702823179792,0.7708978328173375,0.755117513267627,RF,CHALLENGER,mean,20,ALL,SS
0.7847169811320754,0.0037451760832602336,0.7737556561085973,0.7667161961367014,0.7830045523520486,0.7747747747747749,RF,CHALLENGER,mean,20,ALL,RT
0.7328301886792452,0.014956921647250139,0.7021116138763197,0.6567607726597325,0.7293729372937293,0.691164972634871,SVC,CHALLENGER,mean,20,4col,SS
0.7722641509433963,0.010136132844198727,0.7579185520361991,0.75037147102526,0.7674772036474165,0.7588279489105936,SVC,CHALLENGER,mean,20,4col,RT
0.7626415094339623,0.015519943186927409,0.7435897435897436,0.736998514115899,0.7526555386949925,0.7447447447447447,SVC,CHALLENGER,mean,20,ALL,SS
0.7941509433962264,0.012160666448544912,0.7812971342383107,0.7682020802377415,0.794162826420891,0.7809667673716013,SVC,CHALLENGER,mean,20,ALL,RT
0.730188679245283,0.013513965720354704,0.696078431372549,0.674591381872214,0.7115987460815048,0.6926010678871092,XGB,CHALLENGER,mean,20,4col,SS
0.7645283018867925,0.009482891979720054,0.7450980392156863,0.7459138187221397,0.750373692077728,0.7481371087928466,XGB,CHALLENGER,mean,20,4col,RT
0.7675471698113208,0.012294592118977269,0.7541478129713424,0.7444279346210996,0.7648854961832061,0.7545180722891566,XGB,CHALLENGER,mean,20,ALL,SS
0.79,0.012970926220601668,0.777526395173454,0.7815750371471025,0.7804154302670623,0.780994803266518,XGB,CHALLENGER,mean,20,ALL,RT
0.679263270324648,0.01919741056223337,0.6649874055415617,0.688,0.6339066339066339,0.659846547314578,knn,CHALLENGER,mean,25,4col,SS
0.7381842569363372,0.0069651930932884305,0.7644836272040302,0.7733333333333333,0.7397959183673469,0.7561929595827901,knn,CHALLENGER,mean,25,4col,RT
0.742284209741921,0.013061951013170129,0.7531486146095718,0.736,0.739946380697051,0.7379679144385026,knn,CHALLENGER,mean,25,ALL,SS
0.7290513922352766,0.015347874887146742,0.756926952141058,0.776,0.7275,0.7509677419354839,knn,CHALLENGER,mean,25,ALL,RT
0.7088775180704936,0.014429752266482687,0.7128463476070529,0.7226666666666667,0.6860759493670886,0.7038961038961039,LR,CHALLENGER,mean,25,4col,SS
0.7652813035594525,0.010329449771996164,0.7884130982367759,0.8266666666666667,0.7506053268765133,0.7868020304568527,LR,CHALLENGER,mean,25,4col,RT
0.77631138378996,0.011586400184770924,0.7947103274559194,0.7893333333333333,0.7789473684210526,0.7841059602649008,LR,CHALLENGER,mean,25,ALL,SS
0.7999388956506619,0.00647311375644406,0.818639798488665,0.8266666666666667,0.7969151670951157,0.8115183246073298,LR,CHALLENGER,mean,25,ALL,RT
0.7066722968777167,0.019152950331070246,0.7015113350125944,0.6933333333333334,0.680628272251309,0.6869220607661823,RF,CHALLENGER,mean,25,4col,SS
0.7646484015996423,0.012657031590605486,0.7896725440806045,0.8293333333333334,0.751207729468599,0.788339670468948,RF,CHALLENGER,mean,25,4col,RT
0.7804028912789687,0.010386635476730043,0.7947103274559194,0.7973333333333333,0.7746113989637305,0.7858081471747701,RF,CHALLENGER,mean,25,ALL,SS
0.7942646364787997,0.011662948873178917,0.809823677581864,0.8293333333333334,0.7814070351758794,0.8046571798188875,RF,CHALLENGER,mean,25,ALL,RT
0.7088765245038375,0.017805060832628734,0.7040302267002518,0.696,0.6832460732984293,0.6895640686922061,SVC,CHALLENGER,mean,25,4col,SS
0.768432896991977,0.01054615657960853,0.7884130982367759,0.824,0.7518248175182481,0.7862595419847328,SVC,CHALLENGER,mean,25,4col,RT
0.7706371246180979,0.005103647952546846,0.7934508816120907,0.784,0.7798408488063661,0.7819148936170214,SVC,CHALLENGER,mean,25,ALL,SS
0.7885988226235128,0.011648696406275388,0.809823677581864,0.8266666666666667,0.7828282828282829,0.8041504539559013,SVC,CHALLENGER,mean,25,ALL,RT
0.6978509153232817,0.018784700832182727,0.7065491183879093,0.7173333333333334,0.6792929292929293,0.6977950713359274,XGB,CHALLENGER,mean,25,4col,SS
0.7608658933406195,0.009971418574085534,0.7846347607052897,0.8186666666666667,0.748780487804878,0.7821656050955414,XGB,CHALLENGER,mean,25,4col,RT
0.7826105963883851,0.007978670975248334,0.7871536523929471,0.8,0.7614213197969543,0.7802340702210663,XGB,CHALLENGER,mean,25,ALL,SS
0.7939506694155344,0.006640995663193387,0.8123425692695214,0.8213333333333334,0.7897435897435897,0.8052287581699347,XGB,CHALLENGER,mean,25,ALL,RT
0.5908710801393728,0.04845797065112911,0.5732899022801303,0.5443037974683544,0.593103448275862,0.5676567656765676,knn,CHALLENGER,mean,30,4col,SS
0.6837763398042144,0.028456342744977353,0.6416938110749185,0.6329113924050633,0.6578947368421053,0.6451612903225806,knn,CHALLENGER,mean,30,4col,RT
0.6617952546872408,0.024073697043938483,0.6677524429967426,0.6835443037974683,0.675,0.679245283018868,knn,CHALLENGER,mean,30,ALL,SS
0.6528388916542227,0.027237955510928096,0.6612377850162866,0.6582278481012658,0.6753246753246753,0.6666666666666666,knn,CHALLENGER,mean,30,ALL,RT
0.625103700016592,0.028350096132644827,0.6188925081433225,0.569620253164557,0.6474820143884892,0.6060606060606062,LR,CHALLENGER,mean,30,4col,SS
0.6805209888833582,0.031462644259860555,0.6449511400651465,0.620253164556962,0.6666666666666666,0.642622950819672,LR,CHALLENGER,mean,30,4col,RT
0.7163995354239256,0.01841572856782176,0.7035830618892508,0.7215189873417721,0.7080745341614907,0.7147335423197492,LR,CHALLENGER,mean,30,ALL,SS
0.7514318898291024,0.026139541244138424,0.745928338762215,0.7468354430379747,0.7564102564102564,0.751592356687898,LR,CHALLENGER,mean,30,ALL,RT
0.6145180023228803,0.022645704703941515,0.6026058631921825,0.5379746835443038,0.6343283582089553,0.5821917808219179,RF,CHALLENGER,mean,30,4col,SS
0.6756562137049942,0.03893076223958058,0.6547231270358306,0.620253164556962,0.6805555555555556,0.6490066225165563,RF,CHALLENGER,mean,30,4col,RT
0.718038825286212,0.028808491956918075,0.6840390879478827,0.6708860759493671,0.7019867549668874,0.6860841423948221,RF,CHALLENGER,mean,30,ALL,SS
0.7367711962833915,0.02003980514575663,0.7296416938110749,0.740506329113924,0.7358490566037735,0.7381703470031544,RF,CHALLENGER,mean,30,ALL,RT
0.6128853492616558,0.016712473215151704,0.5895765472312704,0.5632911392405063,0.6095890410958904,0.5855263157894738,SVC,CHALLENGER,mean,30,4col,SS
0.6854089928654389,0.03260975435806793,0.6677524429967426,0.6582278481012658,0.6842105263157895,0.6709677419354839,SVC,CHALLENGER,mean,30,4col,RT
0.7131441845030696,0.017951505318330018,0.7166123778501629,0.7341772151898734,0.7204968944099379,0.7272727272727274,SVC,CHALLENGER,mean,30,ALL,SS
0.7139372822299651,0.02647440657512979,0.7100977198697068,0.7278481012658228,0.7142857142857143,0.7210031347962382,SVC,CHALLENGER,mean,30,ALL,RT
0.5778596316575411,0.03252825216689524,0.5439739413680782,0.4873417721518987,0.5661764705882353,0.5238095238095238,XGB,CHALLENGER,mean,30,4col,SS
0.6642409158785465,0.02633348600584802,0.6351791530944625,0.6012658227848101,0.6597222222222222,0.6291390728476821,XGB,CHALLENGER,mean,30,4col,RT
0.7204712128753942,0.024890935948087594,0.6807817589576547,0.7151898734177216,0.6807228915662651,0.697530864197531,XGB,CHALLENGER,mean,30,ALL,SS
0.7326762900282063,0.02203869088893188,0.7166123778501629,0.7215189873417721,0.7261146496815286,0.7238095238095238,XGB,CHALLENGER,mean,30,ALL,RT
0.55046875,0.014171452929216549,0.575625,0.5867875647668394,0.5571955719557196,0.5716088328075709,knn,GRANDMASTER,mean,5,4col,SS
0.58171875,0.00855245761462751,0.595625,0.5984455958549223,0.5782227784730913,0.5881604073838319,knn,GRANDMASTER,mean,5,4col,RT
0.55171875,0.007046857677362288,0.56,0.5919689119170984,0.5401891252955082,0.5648949320148331,knn,GRANDMASTER,mean,5,ALL,SS
0.51359375,0.01159412903693073,0.5325,0.5155440414507773,0.5155440414507773,0.5155440414507773,knn,GRANDMASTER,mean,5,ALL,RT
0.59859375,0.011041912340034219,0.610625,0.6243523316062176,0.5914110429447853,0.6074354127284184,LR,GRANDMASTER,mean,5,4col,SS
0.62328125,0.019081701394922837,0.6375,0.6528497409326425,0.6176470588235294,0.6347607052896725,LR,GRANDMASTER,mean,5,4col,RT
0.6024999999999999,0.00935414346693484,0.613125,0.6373056994818653,0.592057761732852,0.6138490330630069,LR,GRANDMASTER,mean,5,ALL,SS
0.6271875,0.014875787794264878,0.6375,0.6619170984455959,0.6156626506024097,0.6379525593008738,LR,GRANDMASTER,mean,5,ALL,RT
0.5923437500000001,0.011368731102238305,0.598125,0.655440414507772,0.5730464326160816,0.6114803625377644,RF,GRANDMASTER,mean,5,4col,SS
0.619375,0.020524137847300693,0.635625,0.667098445595855,0.6123662306777645,0.638561686298822,RF,GRANDMASTER,mean,5,4col,RT
0.59640625,0.01127384625471715,0.604375,0.6735751295336787,0.5771365149833518,0.6216377764494919,RF,GRANDMASTER,mean,5,ALL,SS
0.62171875,0.02184931527817291,0.625625,0.6424870466321243,0.6056166056166056,0.6235072281583909,RF,GRANDMASTER,mean,5,ALL,RT
0.596875,0.013728676647805515,0.605625,0.6632124352331606,0.579841449603624,0.6187311178247734,SVC,GRANDMASTER,mean,5,4col,SS
0.6239062499999999,0.01959427331837033,0.6375,0.6450777202072538,0.6194029850746269,0.631979695431472,SVC,GRANDMASTER,mean,5,4col,RT
0.59609375,0.0106891446103044,0.58,0.6075129533678757,0.5596658711217184,0.5826086956521739,SVC,GRANDMASTER,mean,5,ALL,SS
0.61890625,0.012581763836998374,0.629375,0.6437823834196891,0.6098159509202454,0.626339004410838,SVC,GRANDMASTER,mean,5,ALL,RT
0.58828125,0.015507369719749385,0.588125,0.6088082901554405,0.5683192261185006,0.5878674171357099,XGB,GRANDMASTER,mean,5,4col,SS
0.6184375,0.017962634828999884,0.6275,0.6269430051813472,0.6111111111111112,0.618925831202046,XGB,GRANDMASTER,mean,5,4col,RT
0.58984375,0.012664927580724638,0.598125,0.6347150259067358,0.5757931844888367,0.6038200862600123,XGB,GRANDMASTER,mean,5,ALL,SS
0.6121874999999999,0.01995845293979472,0.623125,0.6373056994818653,0.603680981595092,0.6200378071833648,XGB,GRANDMASTER,mean,5,ALL,RT
0.6293749999999999,0.009815186734087145,0.635625,0.6580310880829016,0.6142684401451027,0.6353971232020013,knn,GRANDMASTER,mean,10,4col,SS
0.65328125,0.008719254017689809,0.64875,0.6645077720207254,0.6286764705882353,0.646095717884131,knn,GRANDMASTER,mean,10,4col,RT
0.6137499999999999,0.012068732198329688,0.6325,0.6113989637305699,0.6210526315789474,0.6161879895561356,knn,GRANDMASTER,mean,10,ALL,SS
0.5740625,0.015463225023422508,0.581875,0.5686528497409327,0.5664516129032258,0.5675500969618616,knn,GRANDMASTER,mean,10,ALL,RT
0.6575,0.008306271162501239,0.6575,0.6696891191709845,0.6382716049382716,0.6536030341340076,LR,GRANDMASTER,mean,10,4col,SS
0.6815625000000001,0.00891583913605444,0.694375,0.7020725388601037,0.6766541822721598,0.6891290527654164,LR,GRANDMASTER,mean,10,4col,RT
0.66734375,0.006119736258614403,0.678125,0.6839378238341969,0.6608260325406758,0.6721833227243793,LR,GRANDMASTER,mean,10,ALL,SS
0.6957812500000001,0.011175971713904814,0.7125,0.7240932642487047,0.6935483870967742,0.7084917617237009,LR,GRANDMASTER,mean,10,ALL,RT
0.6546875,0.006366108996082298,0.6575,0.7059585492227979,0.6293302540415704,0.6654456654456654,RF,GRANDMASTER,mean,10,4col,SS
0.67953125,0.008318019783878866,0.69125,0.7189119170984456,0.6670673076923077,0.6920199501246882,RF,GRANDMASTER,mean,10,4col,RT
0.66640625,0.009894462624367226,0.6575,0.6735751295336787,0.6372549019607843,0.654911838790932,RF,GRANDMASTER,mean,10,ALL,SS
0.6873437499999999,0.007483706259267521,0.705625,0.7202072538860104,0.6855733662145499,0.7024636765634871,RF,GRANDMASTER,mean,10,ALL,RT
0.6604687499999999,0.011349387373334291,0.6575,0.6722797927461139,0.6375921375921376,0.6544766708701135,SVC,GRANDMASTER,mean,10,4col,SS
0.6837500000000001,0.007580943419192629,0.698125,0.6981865284974094,0.6831432192648923,0.6905829596412556,SVC,GRANDMASTER,mean,10,4col,RT
0.659375,0.007859235212474556,0.67,0.6683937823834197,0.6548223350253807,0.6615384615384615,SVC,GRANDMASTER,mean,10,ALL,SS
0.69015625,0.013662720149186998,0.7075,0.7202072538860104,0.6881188118811881,0.7037974683544304,SVC,GRANDMASTER,mean,10,ALL,RT
0.65859375,0.012856251519202612,0.6575,0.6800518134715026,0.635593220338983,0.6570713391739674,XGB,GRANDMASTER,mean,10,4col,SS
0.67578125,0.007022564079451314,0.70125,0.711139896373057,0.6828358208955224,0.6967005076142132,XGB,GRANDMASTER,mean,10,4col,RT
0.66484375,0.0035971451353816568,0.6725,0.6930051813471503,0.6508515815085159,0.671267252195734,XGB,GRANDMASTER,mean,10,ALL,SS
0.6862499999999999,0.005837981778834196,0.69375,0.6955958549222798,0.678030303030303,0.6867007672634271,XGB,GRANDMASTER,mean,10,ALL,RT
0.6965625,0.013125,0.688125,0.6968911917098446,0.6699875466998755,0.6831746031746032,knn,GRANDMASTER,mean,15,4col,SS
0.7264062499999999,0.008802853763127026,0.7375,0.7435233160621761,0.7211055276381909,0.7321428571428571,knn,GRANDMASTER,mean,15,4col,RT
0.7042187500000001,0.008984035319665677,0.705625,0.7137305699481865,0.6878901373283396,0.7005721551176096,knn,GRANDMASTER,mean,15,ALL,SS
0.64484375,0.00535825881233823,0.66125,0.6502590673575129,0.648578811369509,0.649417852522639,knn,GRANDMASTER,mean,15,ALL,RT
0.71609375,0.002595819957161899,0.7125,0.7305699481865285,0.6911764705882353,0.7103274559193955,LR,GRANDMASTER,mean,15,4col,SS
0.7479687500000001,0.007884047382214314,0.761875,0.7642487046632125,0.7477820025348543,0.7559256886611148,LR,GRANDMASTER,mean,15,4col,RT
0.735625,0.008291561975888522,0.745625,0.7551813471502591,0.7278401997503121,0.7412587412587412,LR,GRANDMASTER,mean,15,ALL,SS
0.7607812500000001,0.009483744315933455,0.7825,0.7733160621761658,0.7753246753246753,0.77431906614786,LR,GRANDMASTER,mean,15,ALL,RT
0.70875,0.0073020759034674605,0.709375,0.7266839378238342,0.6883435582822086,0.7069943289224954,RF,GRANDMASTER,mean,15,4col,SS
0.7459374999999999,0.011108045366985134,0.76,0.7655440414507773,0.7443324937027708,0.7547892720306515,RF,GRANDMASTER,mean,15,4col,RT
0.73484375,0.006163463413536259,0.741875,0.7396373056994818,0.7292464878671775,0.7344051446945338,RF,GRANDMASTER,mean,15,ALL,SS
0.7543750000000001,0.010217364202669867,0.770625,0.7681347150259067,0.7592829705505761,0.7636831938184158,RF,GRANDMASTER,mean,15,ALL,RT
0.71796875,0.005321683239352014,0.716875,0.7227979274611399,0.7001254705144291,0.7112810707456979,SVC,GRANDMASTER,mean,15,4col,SS
0.7476562500000001,0.008643322928712059,0.7575,0.7564766839378239,0.7448979591836735,0.7506426735218509,SVC,GRANDMASTER,mean,15,4col,RT
0.7346875,0.009938777433618273,0.73625,0.7331606217616581,0.7237851662404092,0.7284427284427285,SVC,GRANDMASTER,mean,15,ALL,SS
0.7534375000000001,0.009512019534515269,0.7775,0.7733160621761658,0.7673521850899743,0.7703225806451612,SVC,GRANDMASTER,mean,15,ALL,RT
0.71,0.008199776102126211,0.7175,0.7253886010362695,0.7,0.712468193384224,XGB,GRANDMASTER,mean,15,4col,SS
0.74453125,0.008163969048508236,0.750625,0.7512953367875648,0.7369758576874206,0.7440667094291212,XGB,GRANDMASTER,mean,15,4col,RT
0.74,0.009075959832161001,0.7425,0.7474093264248705,0.7267002518891688,0.7369093231162196,XGB,GRANDMASTER,mean,15,ALL,SS
0.7581249999999999,0.00777490956539047,0.77875,0.7707253886010362,0.7707253886010362,0.7707253886010361,XGB,GRANDMASTER,mean,15,ALL,RT
0.6939405724135757,0.021236854553344505,0.7005988023952096,0.7040971168437026,0.6935724962630793,0.6987951807228916,knn,GRANDMASTER,mean,20,4col,SS
0.7559049200660073,0.02454675194009368,0.7432634730538922,0.7420333839150227,0.7386706948640483,0.7403482210446631,knn,GRANDMASTER,mean,20,4col,RT
0.727071749648767,0.013031968314996482,0.7522455089820359,0.7693474962063733,0.739067055393586,0.7539033457249071,knn,GRANDMASTER,mean,20,ALL,SS
0.6808328340743388,0.013041582253561832,0.7133233532934131,0.7541729893778453,0.692200557103064,0.7218591140159767,knn,GRANDMASTER,mean,20,ALL,RT
0.7227683122943841,0.018746104252639305,0.7327844311377245,0.7283763277693475,0.729483282674772,0.7289293849658315,LR,GRANDMASTER,mean,20,4col,SS
0.7652608584451849,0.02075851255490054,0.7866766467065869,0.7921092564491654,0.7791044776119403,0.7855530474040632,LR,GRANDMASTER,mean,20,4col,RT
0.7551535790738658,0.01599956058451866,0.780688622754491,0.8012139605462822,0.7652173913043478,0.7828020756115641,LR,GRANDMASTER,mean,20,ALL,SS
0.7877250606993831,0.01408463328002827,0.8218562874251497,0.8406676783004552,0.8064046579330422,0.8231797919762258,LR,GRANDMASTER,mean,20,ALL,RT
0.7126568286367952,0.018571084519506263,0.7133233532934131,0.6980273141122914,0.7142857142857143,0.7060629316960859,RF,GRANDMASTER,mean,20,4col,SS
0.7680689713162568,0.018600922811531608,0.7724550898203593,0.7617602427921093,0.773497688751926,0.7675840978593272,RF,GRANDMASTER,mean,20,4col,RT
0.762264954120726,0.010995583441158838,0.7844311377245509,0.795144157814871,0.7740029542097489,0.7844311377245509,RF,GRANDMASTER,mean,20,ALL,SS
