tier,time_len,col,lan_type,model_name,match_id,training_time
SILVER,15,totalDamageTaken,Exponential,RF,KR_6722876813,0.0124140999978408
BRONZE,10,totalGold,Exponential,RF,KR_6698859172,0.0124134999932721
SILVER,25,xp,Exponential,RF,KR_6711575562,0.0124133999925106
EMERALD,25,totalGold,Exponential,RF,KR_6716865681,0.0124126999871805
GRANDMASTER,15,totalDamageTaken,Exponential,RF,KR_6707942391,0.0124103999696671
SILVER,5,totalDamageTaken,Exponential,RF,KR_6711575562,0.0124101999681442
MASTER,20,4col,Mixed,knn,KR_6702568067,0.0124100999673828
DIAMOND,20,xp,Exponential,RF,KR_6711406479,0.012410000024829
DIAMOND,10,xp,Exponential,RF,KR_6697626991,0.012409699964337
PLATINUM,5,totalDamageDone,Exponential,RF,KR_6629083317,0.0124092999612912
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6718952462,0.0124086000141687
SILVER,25,xp,Exponential,RF,KR_6709199827,0.0124075000057928
DIAMOND,5,totalGold,Exponential,RF,KR_6697727419,0.0124074000050313
MASTER,15,xp,Exponential,RF,KR_6708466200,0.0124060999951325
GRANDMASTER,30,4col,Mixed,knn,KR_6707942391,0.0124054999905638
BRONZE,5,totalGold,Exponential,RF,KR_6612511481,0.0124040000373497
PLATINUM,20,totalDamageDone,Exponential,RF,KR_6629083317,0.012402500025928
BRONZE,5,totalGold,Exponential,RF,KR_6714586906,0.0124015999608673
GOLD,25,xp,Exponential,RF,KR_6685691130,0.0124014999601058
MASTER,10,xp,Exponential,RF,KR_6702568067,0.0123993000015616
IRON,30,4col,Mixed,knn,KR_6692638149,0.0123987999977543
SILVER,30,totalGold,Exponential,RF,KR_6722876813,0.0123972000437788
CHALLENGER,15,xp,Exponential,RF,KR_6719025407,0.0123971999855712
MASTER,5,totalDamageDone,Exponential,RF,KR_6719362239,0.0123965000384487
MASTER,15,totalDamageDone,Exponential,RF,KR_6711732043,0.0123961999779567
PLATINUM,20,totalDamageTaken,Exponential,RF,KR_6720721077,0.0123961000354029
CHALLENGER,20,totalGold,Exponential,RF,KR_6719076193,0.0123957000323571
PLATINUM,20,xp,Exponential,RF,KR_6714668974,0.0123954000300727
BRONZE,15,totalGold,Exponential,RF,KR_6612511481,0.0123951000277884
MASTER,15,totalDamageDone,Exponential,RF,KR_6702568067,0.0123935000156052
IRON,20,totalDamageTaken,Exponential,RF,KR_6718588302,0.0123923000064678
SILVER,20,totalGold,Exponential,RF,KR_6723064601,0.012391900003422
EMERALD,10,xp,Exponential,RF,KR_6720745651,0.0123896999866701
GOLD,10,totalDamageTaken,Exponential,RF,KR_6696043911,0.0123889000387862
EMERALD,5,totalDamageTaken,Exponential,RF,KR_6716886112,0.0123883999767713
CHALLENGER,10,totalDamageDone,Exponential,RF,KR_6719124350,0.0123870000243186
BRONZE,30,xp,Exponential,RF,KR_6623220455,0.0123869000235572
DIAMOND,30,totalDamageTaken,Exponential,RF,KR_6720398487,0.0123864999623037
SILVER,30,4col,Mixed,knn,KR_6722700025,0.0123862999607808
PLATINUM,30,totalGold,Exponential,RF,KR_6720481811,0.0123861999600194
GRANDMASTER,30,totalGold,Exponential,RF,KR_6720191687,0.0123848000075668
DIAMOND,30,totalDamageDone,Exponential,RF,KR_6719888945,0.0123831000528298
MASTER,10,totalDamageDone,Exponential,RF,KR_6711732043,0.0123821999877691
CHALLENGER,15,totalDamageDone,Exponential,RF,KR_6719124350,0.012381299980916
PLATINUM,20,xp,Exponential,RF,KR_6714893677,0.0123810999793931
EMERALD,10,totalGold,Exponential,RF,KR_6656499891,0.0123810999793931
CHALLENGER,25,totalDamageDone,Exponential,RF,KR_6720369775,0.0123801999725401
EMERALD,10,totalGold,Exponential,RF,KR_6720468016,0.0123796999687328
EMERALD,20,totalDamageDone,Exponential,RF,KR_6706440997,0.0123789000208489
DIAMOND,15,totalDamageDone,Exponential,RF,KR_6697626991,0.0123783000162802
PLATINUM,15,totalGold,Exponential,RF,KR_6720788356,0.0123781000147573
CHALLENGER,30,totalGold,Exponential,RF,KR_6720275332,0.0123779000132344
MASTER,30,4col,Exponential,knn,KR_6719844876,0.0123777000117115
CHALLENGER,30,xp,Exponential,RF,KR_6719076193,0.0123775000101886
GRANDMASTER,30,totalGold,Exponential,RF,KR_6718820761,0.0123773000086657
BRONZE,30,xp,Exponential,RF,KR_6693211202,0.0123772000079043
GRANDMASTER,15,totalGold,Exponential,RF,KR_6707942391,0.0123754999949596
GOLD,25,totalDamageTaken,Exponential,RF,KR_6717057617,0.0123752999934367
BRONZE,30,totalDamageDone,Exponential,RF,KR_6722673207,0.012374699988868
PLATINUM,20,totalGold,Exponential,RF,KR_6628974366,0.0123744999873451
PLATINUM,15,totalDamageDone,Exponential,RF,KR_6628974366,0.0123730999766848
BRONZE,30,4col,Mixed,knn,KR_6722673207,0.0123711000196635
GOLD,15,xp,Exponential,RF,KR_6710644400,0.0123710000189021
PLATINUM,15,totalDamageDone,Exponential,RF,KR_6714893677,0.0123709000181406
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6720275332,0.0123707000166177
PLATINUM,15,totalDamageDone,Exponential,RF,KR_6720788356,0.0123706000158563
BRONZE,25,totalGold,Exponential,RF,KR_6714586906,0.012370100012049
MASTER,5,totalDamageDone,Exponential,RF,KR_6711732043,0.0123698000097647
GRANDMASTER,25,totalGold,Exponential,RF,KR_6720031714,0.012369200005196
GOLD,25,totalDamageTaken,Exponential,RF,KR_6653234423,0.0123686000006273
EMERALD,10,totalGold,Exponential,RF,KR_6720745651,0.0123679999960586
PLATINUM,30,totalDamageDone,Exponential,RF,KR_6628974366,0.0123673999914899
PLATINUM,20,totalDamageDone,Exponential,RF,KR_6720481811,0.0123670999892055
PLATINUM,20,xp,Exponential,RF,KR_6629083317,0.0123667999869212
MASTER,25,totalGold,Exponential,RF,KR_6711732043,0.012366299983114
GOLD,20,totalDamageDone,Exponential,RF,KR_6710644400,0.0123659999808296
IRON,30,totalDamageDone,Exponential,RF,KR_6618104295,0.0123655999777838
MASTER,25,totalDamageTaken,Exponential,RF,KR_6711732043,0.0123648999724537
MASTER,25,totalGold,Exponential,RF,KR_6702312310,0.0123644000268541
PLATINUM,20,xp,Exponential,RF,KR_6720721077,0.0123639999656006
EMERALD,10,xp,Exponential,RF,KR_6720618309,0.0123611000017263
GOLD,20,totalGold,Exponential,RF,KR_6706170670,0.0123609000002034
PLATINUM,15,totalGold,Exponential,RF,KR_6628974366,0.0123601999948732
PLATINUM,15,totalDamageDone,Exponential,RF,KR_6714668974,0.0123601999948732
BRONZE,5,totalDamageDone,Exponential,RF,KR_6719801174,0.0123593999887816
IRON,5,totalDamageTaken,Exponential,RF,KR_6718588302,0.0123591999872587
PLATINUM,10,totalDamageDone,Exponential,RF,KR_6658164740,0.0123588999849744
DIAMOND,15,xp,Exponential,RF,KR_6697727419,0.0123555000172927
BRONZE,20,xp,Exponential,RF,KR_6698859172,0.012355100014247
MASTER,30,totalGold,Exponential,RF,KR_6702312310,0.0123549000127241
CHALLENGER,10,xp,Exponential,RF,KR_6719076193,0.012354599952232
IRON,15,xp,Exponential,RF,KR_6706218048,0.0123543000081554
BRONZE,15,xp,Exponential,RF,KR_6693211202,0.0123542000073939
GOLD,25,totalGold,Exponential,RF,KR_6653234423,0.012354000005871
PLATINUM,25,4col,Mixed,knn,KR_6628974366,0.012354000005871
GOLD,10,totalDamageTaken,Exponential,RF,KR_6710644400,0.0123534000013023
SILVER,30,totalGold,Exponential,RF,KR_6723064601,0.0123517999891191
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6719025407,0.0123512999853119
SILVER,15,xp,Exponential,RF,KR_6722571790,0.012351099983789
IRON,25,totalDamageTaken,Exponential,RF,KR_6706218048,0.0123495000298134
PLATINUM,25,xp,Exponential,RF,KR_6658164740,0.0123485999647527
IRON,30,4col,Mixed,knn,KR_6628785661,0.0123479000176303
SILVER,25,totalGold,Exponential,RF,KR_6723064601,0.0123477000161074
PLATINUM,30,totalGold,Exponential,RF,KR_6629083317,0.0123476000153459
SILVER,30,totalGold,Exponential,RF,KR_6718791445,0.012347400013823
CHALLENGER,30,totalDamageDone,Exponential,RF,KR_6720369775,0.0123442000476643
IRON,25,totalGold,Exponential,RF,KR_6706218048,0.0123440999886952
SILVER,15,totalDamageDone,Exponential,RF,KR_6722700025,0.0123437999864108
BRONZE,10,totalDamageTaken,Exponential,RF,KR_6722673207,0.0123435999848879
CHALLENGER,25,totalDamageDone,Exponential,RF,KR_6719025407,0.0123432999826036
EMERALD,20,xp,Exponential,RF,KR_6656499891,0.0123428999795578
PLATINUM,20,totalDamageDone,Exponential,RF,KR_6714668974,0.0123426000354811
GRANDMASTER,20,xp,Exponential,RF,KR_6700947907,0.0123423999757505
IRON,25,totalDamageTaken,Exponential,RF,KR_6618104295,0.0123423000331968
EMERALD,20,totalDamageDone,Exponential,RF,KR_6656499891,0.0123413999681361
GRANDMASTER,20,xp,Exponential,RF,KR_6717156971,0.0123411999666132
CHALLENGER,25,totalDamageDone,Exponential,RF,KR_6720216348,0.0123410999658517
BRONZE,25,totalGold,Exponential,RF,KR_6722673207,0.0123405000194907
EMERALD,25,totalGold,Exponential,RF,KR_6716886112,0.0123396000126376
EMERALD,15,xp,Exponential,RF,KR_6720745651,0.0123390000080689
IRON,15,totalDamageDone,Exponential,RF,KR_6628785661,0.0123390000080689
EMERALD,25,totalGold,Exponential,RF,KR_6720618309,0.012338800006546
GOLD,5,totalDamageTaken,Exponential,RF,KR_6710644400,0.0123366999905556
EMERALD,5,totalDamageDone,Exponential,RF,KR_6720673430,0.0123363999882712
GOLD,30,totalDamageDone,Exponential,RF,KR_6710644400,0.012335899984464
BRONZE,5,totalGold,Exponential,RF,KR_6722673207,0.0123354999814182
DIAMOND,30,totalDamageDone,Exponential,RF,KR_6703469268,0.012335300038103
CHALLENGER,30,totalGold,Exponential,RF,KR_6719076193,0.0123352000373415
DIAMOND,10,totalDamageDone,Exponential,RF,KR_6703469268,0.0123347000335343
IRON,25,totalDamageTaken,Exponential,RF,KR_6692638149,0.0123335999669507
IRON,30,totalDamageDone,Exponential,RF,KR_6706218048,0.0123335000243969
EMERALD,5,totalDamageDone,Exponential,RF,KR_6720745651,0.012332999962382
GOLD,20,xp,Exponential,RF,KR_6653234423,0.0123315000091679
SILVER,15,totalDamageTaken,Exponential,RF,KR_6711575562,0.0123295999947004
GOLD,25,totalDamageDone,Exponential,RF,KR_6696043911,0.0123291999916546
IRON,15,xp,Exponential,RF,KR_6704855811,0.0123286999878473
GOLD,20,xp,Exponential,RF,KR_6717057617,0.0123274999787099
IRON,20,totalDamageTaken,Exponential,RF,KR_6706218048,0.012327299977187
BRONZE,10,totalGold,Exponential,RF,KR_6697602921,0.0123267999733798
SILVER,15,totalDamageDone,Exponential,RF,KR_6722329158,0.0123264000285416
IRON,5,totalDamageTaken,Exponential,RF,KR_6706218048,0.0123263000277802
EMERALD,10,xp,Exponential,RF,KR_6720468016,0.0123261999688111
GOLD,30,totalDamageTaken,Exponential,RF,KR_6696043911,0.0123260999680496
GOLD,25,xp,Exponential,RF,KR_6722209068,0.0123258999665267
BRONZE,30,xp,Exponential,RF,KR_6697602921,0.0123257999657653
EMERALD,20,xp,Exponential,RF,KR_6720745651,0.0123246999573893
EMERALD,25,totalGold,Exponential,RF,KR_6720468016,0.0123240000102669
PLATINUM,15,xp,Exponential,RF,KR_6714668974,0.0123230000026524
MASTER,25,totalDamageTaken,Exponential,RF,KR_6721279552,0.0123224999988451
GRANDMASTER,25,totalGold,Exponential,RF,KR_6717156971,0.012321799993515
MASTER,10,totalGold,Exponential,RF,KR_6702312310,0.012321799993515
GOLD,5,totalDamageTaken,Exponential,RF,KR_6685691130,0.0123212999897077
IRON,30,totalGold,Exponential,RF,KR_6721830650,0.0123208999866619
PLATINUM,30,totalGold,Exponential,RF,KR_6714893677,0.0123200000380165
BRONZE,5,totalDamageTaken,Exponential,RF,KR_6719801174,0.0123191000311635
IRON,15,totalDamageDone,Exponential,RF,KR_6704855811,0.0123188000288791
IRON,30,totalDamageDone,Exponential,RF,KR_6693725199,0.0123183000250719
GOLD,5,totalGold,Exponential,RF,KR_6696043911,0.0123182999668642
IRON,5,totalDamageDone,Exponential,RF,KR_6706218048,0.0123175000189803
DIAMOND,20,xp,Exponential,RF,KR_6720008037,0.0123166000121273
SILVER,15,totalDamageDone,Exponential,RF,KR_6723064601,0.0123164999531582
DIAMOND,20,xp,Exponential,RF,KR_6697626991,0.0123163000098429
PLATINUM,15,totalDamageTaken,Exponential,RF,KR_6628974366,0.0123154000029899
GRANDMASTER,25,totalGold,Exponential,RF,KR_6707942391,0.0123146999976597
EMERALD,20,totalDamageDone,Exponential,RF,KR_6633976812,0.0123137999908067
EMERALD,15,totalDamageTaken,Exponential,RF,KR_6720745651,0.0123137000482529
DIAMOND,15,xp,Exponential,RF,KR_6697626991,0.0123134999885223
BRONZE,20,xp,Exponential,RF,KR_6693211202,0.0123131000436842
CHALLENGER,20,totalDamageDone,Exponential,RF,KR_6719124350,0.0123127000406384
DIAMOND,10,xp,Exponential,RF,KR_6689153168,0.0123123999801464
GOLD,30,totalDamageTaken,Exponential,RF,KR_6710644400,0.0123119999771006
IRON,15,xp,Exponential,RF,KR_6628785661,0.0123119000345468
EMERALD,20,xp,Exponential,RF,KR_6716886112,0.0123113000299781
DIAMOND,15,totalDamageTaken,Exponential,RF,KR_6697626991,0.0123094999580644
PLATINUM,30,totalDamageTaken,Exponential,RF,KR_6720721077,0.0123092999565415
PLATINUM,15,totalDamageTaken,Exponential,RF,KR_6720721077,0.0123091000132262
DIAMOND,25,totalGold,Exponential,RF,KR_6697626991,0.0123091000132262
BRONZE,20,totalDamageTaken,Exponential,RF,KR_6722673207,0.012307500001043
GOLD,30,totalDamageDone,Exponential,RF,KR_6653234423,0.0123071999987587
PLATINUM,30,totalDamageTaken,Exponential,RF,KR_6714668974,0.0123058999888598
EMERALD,15,xp,Exponential,RF,KR_6720673430,0.012305499985814
SILVER,10,totalDamageDone,Exponential,RF,KR_6711575562,0.0123046999797225
EMERALD,5,totalDamageDone,Exponential,RF,KR_6720618309,0.0123036000295542
IRON,15,xp,Exponential,RF,KR_6721830650,0.0123036000295542
GRANDMASTER,20,totalGold,Exponential,RF,KR_6720031714,0.0123034999705851
GRANDMASTER,5,xp,Exponential,RF,KR_6717156971,0.0123023000196553
PLATINUM,5,totalDamageDone,Exponential,RF,KR_6628974366,0.0123022000188939
CHALLENGER,30,totalGold,Exponential,RF,KR_6718915047,0.0123014000128023
IRON,20,totalDamageTaken,Exponential,RF,KR_6618104295,0.0123012000112794
CHALLENGER,20,totalGold,Exponential,RF,KR_6719025407,0.012300900008995
PLATINUM,10,4col,Exponential,XGB,KR_6720721077,0.0123001000029034
GOLD,15,xp,Exponential,RF,KR_6685691130,0.0122989999945275
CHALLENGER,25,totalDamageDone,Exponential,RF,KR_6719076193,0.0122988999937661
MASTER,20,totalDamageDone,Exponential,RF,KR_6702568067,0.0122982999891974
SILVER,25,xp,Exponential,RF,KR_6722329158,0.0122981999884359
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6718915047,0.0122977999853901
DIAMOND,5,totalDamageTaken,Exponential,RF,KR_6711406479,0.0122976999846287
GOLD,20,totalGold,Exponential,RF,KR_6717057617,0.0122964999754913
IRON,30,xp,Exponential,RF,KR_6706218048,0.0122961999732069
GOLD,30,totalDamageDone,Exponential,RF,KR_6706170670,0.0122955000260844
EMERALD,15,xp,Exponential,RF,KR_6720618309,0.0122947999625466
PLATINUM,10,totalDamageDone,Exponential,RF,KR_6720721077,0.0122945000184699
SILVER,25,totalGold,Exponential,RF,KR_6709199827,0.0122942000161856
MASTER,30,totalGold,Exponential,RF,KR_6708466200,0.0122938999556936
EMERALD,20,totalDamageDone,Exponential,RF,KR_6716865681,0.0122936999541707
DIAMOND,20,xp,Exponential,RF,KR_6720398487,0.0122926000040024
PLATINUM,15,xp,Exponential,RF,KR_6629083317,0.0122921000001952
BRONZE,5,totalDamageDone,Exponential,RF,KR_6722673207,0.0122915999963879
GOLD,15,xp,Exponential,RF,KR_6706170670,0.0122905999887734
GRANDMASTER,15,totalDamageTaken,Exponential,RF,KR_6720006844,0.0122892000363208
DIAMOND,25,totalGold,Exponential,RF,KR_6689153168,0.0122886000317521
MASTER,10,xp,Exponential,RF,KR_6719362239,0.0122878000256605
SILVER,20,totalGold,Exponential,RF,KR_6672584601,0.0122874000226147
PLATINUM,10,totalDamageDone,Exponential,RF,KR_6720481811,0.0122874000226147
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6719076193,0.0122861000127159
IRON,30,4col,Mixed,knn,KR_6693725199,0.0122858999529853
PLATINUM,15,totalGold,Exponential,RF,KR_6720721077,0.0122858000104315
IRON,30,totalDamageDone,Exponential,RF,KR_6617405224,0.0122858000104315
CHALLENGER,15,xp,Exponential,RF,KR_6719076193,0.0122858000104315
EMERALD,10,xp,Exponential,RF,KR_6633976812,0.0122855000081472
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6720216348,0.0122851000051014
GOLD,30,4col,Mixed,knn,KR_6722864607,0.0122850000043399
CHALLENGER,20,totalDamageDone,Exponential,RF,KR_6718989642,0.0122834999929182
SILVER,15,xp,Exponential,RF,KR_6722329158,0.0122832999913953
GRANDMASTER,25,4col,Mixed,knn,KR_6717156971,0.0122827000450342
EMERALD,25,totalGold,Exponential,RF,KR_6656499891,0.0122824999853037
BRONZE,10,4col,Exponential,SVC,KR_6693211202,0.0122815999784506
IRON,15,xp,Exponential,RF,KR_6707011931,0.0122803000267595
BRONZE,20,totalGold,Exponential,RF,KR_6623220455,0.0122794000199064
GOLD,20,xp,Exponential,RF,KR_6685691130,0.0122780000092461
DIAMOND,15,totalDamageTaken,Exponential,RF,KR_6703469268,0.0122779000084847
CHALLENGER,10,totalDamageTaken,Exponential,RF,KR_6720216348,0.0122778000077232
MASTER,10,xp,Exponential,RF,KR_6719844876,0.012277300003916
CHALLENGER,10,totalDamageDone,Exponential,RF,KR_6719076193,0.0122757999924942
EMERALD,5,totalDamageDone,Exponential,RF,KR_6706440997,0.0122755999909713
GOLD,5,totalDamageTaken,Exponential,RF,KR_6717057617,0.0122755999909713
IRON,30,totalDamageDone,Exponential,RF,KR_6628785661,0.0122755999909713
MASTER,10,totalDamageDone,Exponential,RF,KR_6721374687,0.0122754999902099
PLATINUM,15,totalDamageTaken,Exponential,RF,KR_6720481811,0.0122753999894484
GOLD,5,totalDamageDone,Exponential,RF,KR_6722209068,0.012275299988687
DIAMOND,10,totalGold,Exponential,RF,KR_6703469268,0.012275299988687
PLATINUM,10,totalDamageDone,Exponential,RF,KR_6628974366,0.0122751000453718
MASTER,20,4col,Mixed,knn,KR_6708466200,0.0122750999871641
GOLD,30,totalDamageDone,Exponential,RF,KR_6716122402,0.0122750000446103
GOLD,30,4col,Mixed,knn,KR_6722209068,0.0122746999841183
SILVER,25,xp,Exponential,RF,KR_6723064601,0.0122739000362344
GOLD,10,totalDamageTaken,Exponential,RF,KR_6716122402,0.0122738999780267
PLATINUM,30,totalDamageDone,Exponential,RF,KR_6629083317,0.0122726999688893
PLATINUM,25,xp,Exponential,RF,KR_6714893677,0.0122724999673664
IRON,30,totalGold,Exponential,RF,KR_6706218048,0.0122723000240512
SILVER,20,totalGold,Exponential,RF,KR_6722876813,0.0122719000210054
CHALLENGER,10,xp,Exponential,RF,KR_6719025407,0.0122714000171981
DIAMOND,15,totalDamageDone,Exponential,RF,KR_6711406479,0.0122699000057764
GRANDMASTER,20,totalGold,Exponential,RF,KR_6702013093,0.0122698000050149
MASTER,10,xp,Exponential,RF,KR_6711732043,0.012269600003492
BRONZE,10,totalDamageTaken,Exponential,RF,KR_6623220455,0.0122693000012077
MASTER,20,totalDamageDone,Exponential,RF,KR_6721374687,0.0122693000012077
GOLD,10,totalDamageDone,Exponential,RF,KR_6710644400,0.0122688999981619
PLATINUM,20,xp,Exponential,RF,KR_6720788356,0.0122682999935932
IRON,25,xp,Exponential,RF,KR_6704855811,0.0122682999935932
PLATINUM,20,totalGold,Exponential,RF,KR_6658164740,0.0122678999905474
CHALLENGER,5,totalDamageTaken,Exponential,RF,KR_6719124350,0.0122673999867402
BRONZE,20,xp,Exponential,RF,KR_6718308708,0.01226669998141
GRANDMASTER,5,xp,Exponential,RF,KR_6720031714,0.0122659999760799
PLATINUM,25,4col,Mixed,knn,KR_6714893677,0.012265000026673
PLATINUM,15,totalDamageTaken,Exponential,RF,KR_6658164740,0.0122649000259116
BRONZE,10,totalDamageTaken,Exponential,RF,KR_6719801174,0.0122637000167742
GOLD,10,totalDamageTaken,Exponential,RF,KR_6706170670,0.0122631000122055
GRANDMASTER,20,4col,Mixed,knn,KR_6720031714,0.0122629000106826
EMERALD,5,totalDamageDone,Exponential,RF,KR_6656499891,0.0122628000099211
DIAMOND,25,totalGold,Exponential,RF,KR_6711406479,0.0122626000083982
SILVER,25,xp,Exponential,RF,KR_6722571790,0.0122626000083982
DIAMOND,10,totalGold,Exponential,RF,KR_6719888945,0.0122620000038295
CHALLENGER,15,xp,Exponential,RF,KR_6720216348,0.0122616000007838
EMERALD,20,xp,Exponential,RF,KR_6720618309,0.0122613999992609
SILVER,20,totalGold,Exponential,RF,KR_6718791445,0.0122598000452853
DIAMOND,20,xp,Exponential,RF,KR_6718954639,0.0122597999870777
MASTER,5,totalGold,Exponential,RF,KR_6711732043,0.0122588999802246
IRON,15,totalDamageDone,Exponential,RF,KR_6617405224,0.0122579999733716
SILVER,15,xp,Exponential,RF,KR_6718791445,0.0122578999726101
BRONZE,15,xp,Exponential,RF,KR_6698859172,0.0122578000300563
SILVER,15,totalDamageDone,Exponential,RF,KR_6718791445,0.0122576000285334
GRANDMASTER,30,totalDamageDone,Exponential,RF,KR_6707942391,0.0122568999649956
MASTER,15,xp,Exponential,RF,KR_6719362239,0.0122568999649956
SILVER,25,totalDamageDone,Exponential,RF,KR_6722571790,0.012255199952051
MASTER,25,totalDamageTaken,Exponential,RF,KR_6719362239,0.0122548000072129
EMERALD,15,xp,Exponential,RF,KR_6688779490,0.0122542000026442
BRONZE,10,totalGold,Exponential,RF,KR_6719801174,0.0122542000026442
DIAMOND,30,totalDamageTaken,Exponential,RF,KR_6718954639,0.0122541000018827
IRON,25,xp,Exponential,RF,KR_6618104295,0.0122534000547602
DIAMOND,20,totalDamageTaken,Exponential,RF,KR_6711406479,0.0122527000494301
PLATINUM,25,totalGold,Mixed,RF,KR_6714668974,0.0122518999851308
GOLD,20,xp,Exponential,RF,KR_6722209068,0.0122518999851308
PLATINUM,30,4col,Mixed,knn,KR_6628974366,0.0122514000395312
GOLD,10,totalDamageDone,Exponential,RF,KR_6653234423,0.012250900035724
GOLD,10,xp,Exponential,RF,KR_6706170670,0.012250000028871
SILVER,25,totalGold,Exponential,RF,KR_6722700025,0.0122497000265866
CHALLENGER,30,xp,Exponential,RF,KR_6720369775,0.0122494000243023
IRON,5,totalDamageTaken,Exponential,RF,KR_6707011931,0.0122490000212565
GRANDMASTER,30,totalGold,Exponential,RF,KR_6720045022,0.0122488000197336
GOLD,30,totalDamageTaken,Exponential,RF,KR_6706170670,0.0122486999607644
BRONZE,5,xp,Exponential,RF,KR_6623220455,0.0122470000060275
IRON,25,xp,Exponential,RF,KR_6617405224,0.0122470000060275
BRONZE,30,xp,Exponential,RF,KR_6714586906,0.012246900005266
MASTER,30,4col,Exponential,knn,KR_6720486739,0.0122466000029817
PLATINUM,30,totalDamageTaken,Exponential,RF,KR_6658164740,0.0122465000022202
SILVER,30,totalGold,Exponential,RF,KR_6711575562,0.0122460999991744
GOLD,10,xp,Exponential,RF,KR_6716122402,0.0122446999885141
BRONZE,25,totalDamageDone,Exponential,RF,KR_6693211202,0.012243999983184
CHALLENGER,5,totalGold,Exponential,RF,KR_6718989642,0.0122439000406302
EMERALD,25,totalGold,Exponential,RF,KR_6688779490,0.0122431000345386
GRANDMASTER,30,totalGold,Exponential,RF,KR_6707942391,0.012242899974808
MASTER,10,totalGold,Exponential,RF,KR_6711732043,0.0122427999740466
DIAMOND,10,totalDamageDone,Exponential,RF,KR_6720008037,0.0122426000307314
GOLD,25,xp,Exponential,RF,KR_6713953115,0.0122425999725237
CHALLENGER,10,totalDamageTaken,Exponential,RF,KR_6718915047,0.0122422999702394
IRON,25,totalGold,Exponential,RF,KR_6692638149,0.0122407999588176
PLATINUM,20,totalGold,Exponential,RF,KR_6720945585,0.0122405999572947
IRON,15,xp,Exponential,RF,KR_6718588302,0.0122405000147409
EMERALD,20,xp,Exponential,RF,KR_6706440997,0.0122400000109337
MASTER,10,totalDamageTaken,Exponential,RF,KR_6702312310,0.012239400006365
PLATINUM,20,totalDamageTaken,Exponential,RF,KR_6628974366,0.0122391000040806
GOLD,5,xp,Mixed,RF,KR_6710644400,0.0122380999964661
MASTER,10,totalDamageTaken,Exponential,RF,KR_6719362239,0.0122378999949432
GRANDMASTER,20,totalGold,Exponential,RF,KR_6720045022,0.0122377999941818
GOLD,30,totalDamageTaken,Exponential,RF,KR_6653234423,0.0122374999918974
DIAMOND,20,totalDamageTaken,Exponential,RF,KR_6713438037,0.0122366000432521
GOLD,20,totalDamageDone,Exponential,RF,KR_6696043911,0.0122365999850444
GOLD,25,xp,Exponential,RF,KR_6653234423,0.0122358999797143
IRON,25,totalDamageTaken,Exponential,RF,KR_6617405224,0.0122353000333532
PLATINUM,30,xp,Mixed,RF,KR_6720945585,0.0122349999728612
IRON,5,totalDamageDone,Exponential,RF,KR_6721830650,0.0122348999720998
GOLD,5,totalGold,Exponential,RF,KR_6710644400,0.0122346000280231
GOLD,25,totalGold,Exponential,RF,KR_6706170670,0.0122339999652467
GOLD,5,totalDamageDone,Exponential,RF,KR_6653234423,0.0122336000204086
BRONZE,30,totalDamageDone,Exponential,RF,KR_6714586906,0.0122333000181242
GOLD,5,totalDamageTaken,Exponential,RF,KR_6722209068,0.0122330000158399
SILVER,20,totalGold,Exponential,RF,KR_6709199827,0.0122324000112712
EMERALD,20,totalDamageTaken,Exponential,RF,KR_6720618309,0.0122318999492563
GOLD,25,totalGold,Exponential,RF,KR_6722209068,0.0122318000067025
MASTER,30,xp,Exponential,RF,KR_6721374687,0.012231700005941
BRONZE,10,totalDamageDone,Exponential,RF,KR_6612511481,0.0122316000051796
GRANDMASTER,15,totalGold,Exponential,RF,KR_6720191687,0.0122313000028952
BRONZE,5,totalDamageTaken,Exponential,RF,KR_6693211202,0.0122313000028952
SILVER,20,totalGold,Exponential,RF,KR_6722571790,0.0122306999983266
GOLD,10,xp,Exponential,RF,KR_6710644400,0.0122304999968037
CHALLENGER,10,xp,Exponential,RF,KR_6720369775,0.0122300999937579
BRONZE,25,totalDamageDone,Exponential,RF,KR_6714586906,0.0122296999907121
CHALLENGER,30,xp,Exponential,RF,KR_6718952462,0.0122293999884277
BRONZE,25,totalGold,Exponential,RF,KR_6698859172,0.0122290999861434
BRONZE,10,totalDamageDone,Exponential,RF,KR_6643461539,0.0122286999830976
SILVER,15,xp,Exponential,RF,KR_6711575562,0.0122282999800518
EMERALD,20,xp,Exponential,RF,KR_6720673430,0.012227899977006
DIAMOND,30,totalDamageTaken,Exponential,RF,KR_6703469268,0.0122278000344522
DIAMOND,15,xp,Exponential,RF,KR_6718954639,0.012227100029122
PLATINUM,15,totalDamageTaken,Exponential,RF,KR_6714668974,0.0122270999709144
BRONZE,25,totalGold,Exponential,RF,KR_6719801174,0.0122264000237919
DIAMOND,30,4col,Mixed,knn,KR_6719888945,0.0122257000184617
GRANDMASTER,25,totalGold,Exponential,RF,KR_6702013093,0.0122256000177003
GOLD,5,totalGold,Exponential,RF,KR_6685691130,0.0122254000161774
